cutoff	recall_rate	false_positive
0.0001	0.953360768175583	0.00019615535504119262
0.00025	0.953360768175583	0.00019615535504119262
0.0005	0.953360768175583	0.00019615535504119262
0.001	0.9529243047761566	0.00026164311878597594
0.005	0.9563536600573638	0.00019554165037152912
0.01	0.9580995136550692	0.0001301320840653263
0.025	0.9600947749095897	6.493506493506494e-05
0.05	0.9598453672527747	0.00012989543417548874
0.1	0.9620900361641103	0.0001943760528702864
0.2	0.9643347050754458	0.00019392372333548803
0.5	0.9659558548447438	0.0002581144737691166
