cutoff	recall_rate	FDR
0.0001	0.9268529126641403	5.4330478719430616e-05
0.00025	0.9268529126641403	5.4330478719430616e-05
0.0005	0.9268529126641403	5.4330478719430616e-05
0.001	0.9266766546223671	5.4340811987583127e-05
0.005	0.9279230507749059	3.3918081050646476e-05
0.01	0.9289113547948482	3.388199578507972e-05
0.025	0.9302773546185902	3.383224619048908e-05
0.05	0.9316055848619522	4.054054054054054e-05
0.1	0.9331289579372773	2.6983270372369132e-05
0.2	0.9344697780407659	4.715201810637495e-05
0.5	0.9365093353812839	4.7049334587982255e-05
