cutoff	recall_rate	FDR
0.0001	1.0	0.0
0.00025	1.0	0.0
0.0005	1.0	0.0
0.001	1.0	0.0
0.005	1.0	0.0
0.01	1.0	0.0
0.025	1.0	0.0
0.05	1.0	0.0
0.1	1.0	0.0
0.2	1.0	0.0
0.5	1.0	0.0
