cutoff	recall_rate	FDR
0.0001	0.9936485650771365	0.006351328764833695
0.00025	0.9936485650771365	0.006351328764833695
0.0005	0.9936485650771365	0.006351328764833695
0.001	0.9935649935649936	0.006434898880160455
0.005	0.9943672800815658	0.005632625773023567
0.01	0.9945678517107088	0.0054320574962393444
0.025	0.9952364238078524	0.004763496573625271
0.05	0.9951528522957095	0.0048470666889520305
0.1	0.9956877099734243	0.004312217950860772
0.2	0.9957545671831386	0.004245361858599365
0.5	0.9954871383442812	0.004512786227644994
