cutoff	recall_rate	FDR
0.0001	0.980517191454003	0.019482685903851844
0.00025	0.980517191454003	0.019482685903851844
0.0005	0.980517191454003	0.019482685903851844
0.001	0.980422767503053	0.01957710926041332
0.005	0.9803787029926098	0.019621173493475346
0.01	0.9805297813141296	0.01947009612297698
0.025	0.9809956061388158	0.019004274230607018
0.05	0.9812725830616021	0.018727299051360013
0.1	0.9818013571869216	0.01819852825461573
0.2	0.982116103690088	0.017883783732744133
0.5	0.982443440053381	0.01755644942999767
