cutoff	recall_rate	FDR
0.0001	0.9371524607851274	6.641429235571495e-05
0.00025	0.9371524607851274	6.641429235571495e-05
0.0005	0.9371524607851274	6.641429235571495e-05
0.001	0.936944974686696	8.857003675656525e-05
0.005	0.9383558801560296	6.632912511883968e-05
0.01	0.9393933106481865	4.4171562348160254e-05
0.025	0.940928707776579	2.2050230424907942e-05
0.05	0.9417171549506184	4.406256884776383e-05
0.1	0.9433355465183833	6.597901867206228e-05
0.2	0.9447672005975599	6.587904607141289e-05
0.5	0.9464478379948543	8.768084173608067e-05
