cutoff	recall_rate	false_positive
0.0001	0.9874326750448833	0.012556053811659192
0.00025	0.9865350089766607	0.013452914798206279
0.0005	0.9874326750448833	0.012556053811659192
0.001	0.9874326750448833	0.012556053811659192
0.005	0.9874326750448833	0.012556053811659192
0.01	0.9865350089766607	0.013452914798206279
0.025	0.9865350089766607	0.013452914798206279
0.05	0.9865350089766607	0.013452914798206279
0.1	0.9865350089766607	0.013452914798206279
0.2	0.9865350089766607	0.013452914798206279
0.5	0.9865350089766607	0.013452914798206279
