cutoff	recall_rate	FDR
0.0001	0.9297733742743128	8.022192057294495e-06
0.00025	0.9300527715965738	7.685627108743938e-06
0.0005	0.9301649656269813	8.352929305483998e-06
0.001	0.930359828942952	8.351179804575712e-06
0.005	0.9307163013885954	6.678396156449444e-06
0.01	0.9308810183861463	6.343355835553508e-06
0.025	0.9310942181225992	5.674338372145808e-06
0.05	0.9312154249698537	5.3398604227233756e-06
0.1	0.9313512387961363	5.6727724607585965e-06
0.2	0.9314976193732052	5.338242737237346e-06
0.5	0.9316962121306299	5.670672051358943e-06
