cutoff	recall_rate	false_positive
0.0001	0.9762458246323706	2.4663345336161398e-05
0.00025	0.976554462554121	2.241418728398327e-05
0.0005	0.9767142538185735	2.2410520394694087e-05
0.001	0.9768915564544727	2.2406453058480843e-05
0.005	0.9771739273190528	2.2399978496020643e-05
0.01	0.9772746177048721	2.46373825244806e-05
0.025	0.9774190865193084	2.463374105907171e-05
0.05	0.9774344089693244	2.239400915467094e-05
0.1	0.9773840637764148	1.5676719176210802e-05
0.2	0.9768587226330098	1.5685149748365383e-05
0.5	0.9750200286310923	1.122485632183908e-05
