cutoff	recall_rate	FDR
0.0001	0.9906345532360905	0.00936542631359439
0.00025	0.9908267097563106	0.009173270212965733
0.0005	0.9908660144990828	0.009133965556018963
0.001	0.9909664599528343	0.009033520321599438
0.005	0.9910712726002271	0.008928707903074717
0.01	0.99111276093982	0.008887219654075348
0.025	0.9912044720062888	0.008795508787866215
0.05	0.9912197571840335	0.008780223643498028
0.1	0.9911608000698751	0.008839180628918183
0.2	0.9908878504672897	0.00911212963549298
0.5	0.9899379858502926	0.010061992178373268
