cutoff	recall_rate	FDR
0.0001	0.9711249410121578	0.028875051129586254
0.00025	0.9712011421461396	0.028798850016342418
0.0005	0.9712318947466394	0.02876809742421187
0.001	0.9712836026589842	0.028716389525939266
0.005	0.9713554494424527	0.02864454276202365
0.01	0.9713908285403727	0.028609163673731872
0.025	0.971447979390859	0.028552012838798994
0.05	0.971490162161456	0.028509830079681872
0.1	0.9715092124449515	0.02849077980137091
0.2	0.9715029530660887	0.028497039178530227
0.5	0.9714561437980713	0.028543848433808583
