cutoff	recall_rate	FDR
0.0001	0.9264898552066163	7.685292399758169e-06
0.00025	0.9267755613547277	7.362803755670159e-06
0.0005	0.9268977949300361	8.001987053425107e-06
0.001	0.9270962761481946	8.000273929379342e-06
0.005	0.9274588233060266	6.397727527182345e-06
0.01	0.9276279328640988	6.076735091769894e-06
0.025	0.9278501487570744	5.435780095196497e-06
0.05	0.927978316001087	5.115323366765168e-06
0.1	0.9281219107837309	5.434188461491742e-06
0.2	0.9282705491847733	5.1137129966933456e-06
0.5	0.9284696237698021	5.432153363110055e-06
