cutoff	recall_rate	false_positive
0.0001	0.9707346425945662	1.615134420653466e-05
0.00025	0.9707346425945662	1.615134420653466e-05
0.0005	0.9707350663494155	1.6151337156107474e-05
0.001	0.9707910019895291	1.4404441806055104e-05
0.005	0.9718050473440105	1.962182208239857e-05
0.01	0.9722885516271127	1.830461760128446e-05
0.025	0.9729763057475989	1.9598202017395363e-05
0.05	0.9735064230641289	1.654063140813442e-05
0.1	0.9740971373241153	1.783562513866111e-05
0.2	0.97480523167737	1.782266965334038e-05
0.5	0.9759264870087357	1.4328644393006058e-05
