cutoff	recall_rate	false_positive
0.0001	0.9871092067456975	0.012890770955287085
0.00025	0.9871092067456975	0.012890770955287085
0.0005	0.9871092067456975	0.012890770955287085
0.001	0.9878409305173789	0.01215904844937103
0.005	0.9906242485992592	0.009375735182186795
0.01	0.9915479849918784	0.008452000387484258
0.025	0.992504588409703	0.007495398624430882
0.05	0.9930148922221049	0.006985095694773114
0.1	0.9930771665856524	0.0069228214389504715
0.2	0.9925391852783405	0.007460801815640525
0.5	0.9894029791363583	0.010597002532486403
