cutoff	recall_rate	false_positive
0.0001	0.8632842757552285	0.13670689989027301
0.00025	0.8632842757552285	0.13670689989027301
0.0005	0.8633488252001033	0.13664235461176014
0.001	0.8616705396333592	0.13832053185309495
0.005	0.867157242447715	0.1328341831795004
0.01	0.8706429124709527	0.12934873813980508
0.025	0.8761296152853085	0.12386238946621055
0.05	0.8802607797572941	0.11973149164138644
0.1	0.8856183836819004	0.11437423352481765
0.2	0.8896849987090111	0.11030788097850643
0.5	0.8942680092951201	0.10572516620409217
