cutoff	recall_rate	false_positive
0.0001	0.995585440964487	0.004414553009444741
0.00025	0.995585440964487	0.004414553009444741
0.0005	0.995585440964487	0.004414553009444741
0.001	0.9955909011488228	0.004409092832562311
0.005	0.9957956580614161	0.004204336199471182
0.01	0.9958884811951252	0.00411151319246987
0.025	0.9960604770017035	0.003939517620673322
0.05	0.9961792360110078	0.003820758773480467
0.1	0.9962843445594723	0.0037156503684936874
0.2	0.9963676123705937	0.003632382671036628
0.5	0.9963430415410824	0.003656953467007564
