cutoff	recall_rate	FDR
0.0001	0.9955652749990936	0.0044347176925624955
0.00025	0.9955652749990936	0.0044347176925624955
0.0005	0.9955652749990936	0.0044347176925624955
0.001	0.9955537391109456	0.004446253561699596
0.005	0.9956756899285104	0.00432430294510739
0.01	0.9957482012254409	0.004251791767674188
0.025	0.995860264138879	0.004139729038913783
0.05	0.9959443113239574	0.0040556819923434784
0.1	0.9960464863332685	0.003953507151414875
0.2	0.9961387734384527	0.00386122019831807
0.5	0.9962805000642714	0.003719493806062264
