cutoff	recall_rate	false_positive
0.0001	0.8650088809946714	0.13498223917905539
0.00025	0.8650088809946714	0.13498223917905539
0.0005	0.8650088809946714	0.13498223917905539
0.001	0.8645483849746727	0.13544270490724905
0.005	0.8698111966318005	0.13018023944217866
0.01	0.8731662390632196	0.1268254177081963
0.025	0.8804026050917703	0.11958952769372451
0.05	0.8839550029603316	0.116037363504802
0.1	0.8877705414117493	0.11222207604262598
0.2	0.8921123610288797	0.1078805420339429
0.5	0.897704098414578	0.10228917247730562
