cutoff	recall_rate	FDR
0.0001	0.9740643854191862	3.330918057252858e-05
0.00025	0.9740631212744602	3.330922379991625e-05
0.0005	0.9740635426560355	3.330920939077456e-05
0.001	0.9741250643660356	3.546982815300819e-05
0.005	0.9750647452790515	3.1978620995433974e-05
0.01	0.9754427245521345	3.326211496942045e-05
0.025	0.9760537278363826	3.539974296332975e-05
0.05	0.9765016564509726	3.408903105597031e-05
0.1	0.9770570373672753	3.5794638825625336e-05
0.2	0.9776398080859753	3.879021090237668e-05
0.5	0.9787160166294024	3.530345254850027e-05
