cutoff	recall_rate	false_positive
0.0001	0.9818108752891204	0.01818909163643637
0.00025	0.9818090569221594	0.018190910000090918
0.0005	0.9818108752891204	0.01818909163643637
0.001	0.9828400709890461	0.017159897807962614
0.005	0.9863531559576975	0.013646819227377283
0.01	0.9875060006109713	0.012493976670394312
0.025	0.9887770391167101	0.011222940475865768
0.05	0.989237085957843	0.010762894471265308
0.1	0.98915889617852	0.010841084108410842
0.2	0.9882642596337081	0.0117357190264481
0.5	0.983761983038273	0.016237987435107147
