cutoff	recall_rate	false_positive
0.0001	0.9817859278525716	0.01821403904176815
0.00025	0.9817859278525716	0.01821403904176815
0.0005	0.9817859278525716	0.01821403904176815
0.001	0.9828128663580399	0.017187102402849975
0.005	0.9863299035404841	0.013670071612926679
0.01	0.9874804381846636	0.012519539059944018
0.025	0.988752751377279	0.011247228179868406
0.05	0.9892162368974461	0.010783743502126577
0.1	0.9891362629253388	0.010863717328874187
0.2	0.9882474612807831	0.011752517357955579
0.5	0.9837525605303001	0.01624740993856556
