cutoff	recall_rate	FDR
0.0001	0.9234042553191489	0.07627118644067797
0.00025	0.9234042553191489	0.07627118644067797
0.0005	0.9234042553191489	0.07627118644067797
0.001	0.9191489361702128	0.08050847457627118
0.005	0.9319148936170213	0.06779661016949153
0.01	0.9276595744680851	0.07203389830508475
0.025	0.9319148936170213	0.06779661016949153
0.05	0.9361702127659575	0.0635593220338983
0.1	0.9361702127659575	0.0635593220338983
0.2	0.948936170212766	0.05084745762711865
0.5	0.9617021276595744	0.038135593220338986
