cutoff	recall_rate	FDR
0.0001	0.9383164759392718	6.639665360865813e-05
0.00025	0.9383164759392718	6.639665360865813e-05
0.0005	0.9383164759392718	6.639665360865813e-05
0.001	0.9384618579825126	8.851319953088004e-05
0.005	0.9397079897817192	6.629834254143647e-05
0.01	0.940601050904484	8.831191769329271e-05
0.025	0.9422625599700928	6.611861679853657e-05
0.05	0.9435917672225799	2.2009464069549907e-05
0.1	0.9451702008349083	2.1972709894311265e-05
0.2	0.9460840308209931	6.585157055995786e-05
0.5	0.9480570728364036	0.00010951942874665966
