cutoff	recall_rate	FDR
0.0001	0.9279793236045009	6.113299823393561e-05
0.00025	0.9279793236045009	6.113299823393561e-05
0.0005	0.9279793236045009	6.113299823393561e-05
0.001	0.9279793236045009	6.113299823393561e-05
0.005	0.9295111419295868	6.103225893953059e-05
0.01	0.9303999747848836	8.129695746136702e-05
0.025	0.9322154631701706	5.4093893475600274e-05
0.05	0.9338229268446434	3.3751172853256654e-05
0.1	0.9354177829608851	4.717044704106524e-05
0.2	0.9363381347117598	3.3660513524794336e-05
0.5	0.9380842815267753	8.734974164634105e-05
