cutoff	recall_rate	FDR
0.0001	0.7729257641921398	0.22608695652173913
0.00025	0.7729257641921398	0.22608695652173913
0.0005	0.7729257641921398	0.22608695652173913
0.001	0.7729257641921398	0.22608695652173913
0.005	0.7729257641921398	0.22608695652173913
0.01	0.777292576419214	0.2217391304347826
0.025	0.777292576419214	0.2217391304347826
0.05	0.7816593886462883	0.21739130434782608
0.1	0.7903930131004366	0.20869565217391303
0.2	0.7903930131004366	0.20869565217391303
0.5	0.7947598253275109	0.20434782608695654
