cutoff	recall_rate	false_positive
0.0001	0.7773279352226721	0.2217741935483871
0.00025	0.7773279352226721	0.2217741935483871
0.0005	0.7773279352226721	0.2217741935483871
0.001	0.7773279352226721	0.2217741935483871
0.005	0.7692307692307693	0.22983870967741934
0.01	0.7692307692307693	0.22983870967741934
0.025	0.7692307692307693	0.22983870967741934
0.05	0.7692307692307693	0.22983870967741934
0.1	0.7854251012145749	0.21370967741935484
0.2	0.7813765182186235	0.21774193548387097
0.5	0.7813765182186235	0.21774193548387097
