cutoff	recall_rate	false_positive
0.0001	0.964022498060512	4.023497223786915e-05
0.00025	0.964022498060512	4.023497223786915e-05
0.0005	0.964022498060512	4.023497223786915e-05
0.001	0.9639255236617533	6.035731530661516e-05
0.005	0.967145073700543	8.020693388943474e-05
0.01	0.9689100077579519	8.006084624314479e-05
0.025	0.9711210240496508	7.987858455148175e-05
0.05	0.97255624515128	5.9821731240902115e-05
0.1	0.9743017843289372	1.9905647232119753e-05
0.2	0.9741078355314197	1.990961036892508e-05
0.5	0.9743987587276959	0.00011941011403665891
