cutoff	recall_rate	FDR
0.0001	0.9748796335249849	0.025120131630611595
0.00025	0.9748796335249849	0.025120131630611595
0.0005	0.9748796335249849	0.025120131630611595
0.001	0.9747487495909877	0.025251014341005552
0.005	0.974318702379283	0.025681057532299982
0.01	0.9744776328705651	0.025522128526821605
0.025	0.9748048427055579	0.025194921750836714
0.05	0.9751694479502641	0.024830319914739264
0.1	0.9756555882765391	0.024344184133275996
0.2	0.9760762866358155	0.023923489707009703
0.5	0.9767494040106577	0.02325037862498364
