cutoff	recall_rate	FDR
0.0001	0.9926825698814576	0.007316894709885125
0.00025	0.9926825698814576	0.007316894709885125
0.0005	0.9926825698814576	0.007316894709885125
0.001	0.9926093955802722	0.007390063656983976
0.005	0.992755744182643	0.007243725762786274
0.01	0.9931216156885702	0.006877881027292017
0.025	0.9937070100980535	0.006292529450501207
0.05	0.994292404507537	0.005707177873710397
0.1	0.994804624615835	0.005194995244018438
0.2	0.9953168447241328	0.00468281261432648
0.5	0.9960485877359871	0.003951123143337967
