cutoff	recall_rate	FDR
0.0001	0.9841513823401118	0.015848288467929544
0.00025	0.9841513823401118	0.015848288467929544
0.0005	0.9841513823401118	0.015848288467929544
0.001	0.984130610888395	0.01586905948820206
0.005	0.9835905531437592	0.016409106015287472
0.01	0.9837774962092101	0.01622216683283483
0.025	0.984213696695262	0.015785975407111998
0.05	0.9846706686330308	0.01532901296111665
0.1	0.9851899549259497	0.014809737454303756
0.2	0.9857300126705856	0.014269690927218345
0.5	0.9864154705772387	0.013584247258225324
