cutoff	recall_rate	FDR
0.0001	0.9273927392739274	1.3582619679857654e-05
0.00025	0.9273927392739274	1.3582619679857654e-05
0.0005	0.9273927392739274	1.3582619679857654e-05
0.001	0.9272037890811982	2.0377942914589248e-05
0.005	0.9286146171869095	2.7129127866361915e-05
0.01	0.9296412465674049	2.709916941045757e-05
0.025	0.9315559418537274	2.704347238185383e-05
0.05	0.933048648376288	2.0250293629257625e-05
0.1	0.9348058851686696	6.73750025265626e-06
0.2	0.9357884261708613	6.730426237893646e-06
0.5	0.9375960496813041	4.0303349880097534e-05
