cutoff	recall_rate	FDR
0.0001	0.9907921989584906	0.00920778090293118
0.00025	0.9909868531847837	0.009013127102370401
0.0005	0.9910459055905131	0.008954074825795784
0.001	0.9911355777621763	0.00886440285025655
0.005	0.9912121271770107	0.008787853602845008
0.01	0.991216501429287	0.008783479360135776
0.025	0.9912821152134307	0.008717865719497312
0.05	0.9912843023395689	0.008715678598142696
0.1	0.9912033786724582	0.00879660208826347
0.2	0.9908840582562918	0.00911592180603733
0.5	0.9899107871248258	0.01008919080884122
