cutoff	recall_rate	FDR
0.0001	0.97676615903469	6.7173904281664655e-06
0.00025	0.9771182863429283	8.953272868897225e-06
0.0005	0.9772407654066633	8.9521507542187e-06
0.001	0.9774419810113709	8.950307890591436e-06
0.005	0.9776935005172553	1.1184981701369937e-05
0.01	0.9777438044184322	8.947545017335868e-06
0.025	0.9779428328970017	6.709308046696784e-06
0.05	0.9779537685276923	6.709233022844938e-06
0.1	0.9778487864730623	6.709953321091396e-06
0.2	0.9773544959658459	6.713346804782589e-06
0.5	0.975375146810842	8.96927351126877e-06
