cutoff	recall_rate	FDR
0.0001	0.9324208432763986	7.281795399473694e-06
0.00025	0.9327449232262172	6.999295590891733e-06
0.0005	0.9328898582561521	7.558060601649617e-06
0.001	0.9330885889908919	6.716850871637342e-06
0.005	0.9334090129219372	6.71454510355787e-06
0.01	0.933553686807674	6.15404928050772e-06
0.025	0.9337696530594871	5.872962781077202e-06
0.05	0.9339051868982912	5.8721104672606075e-06
0.1	0.9340172177592678	6.43058408156441e-06
0.2	0.9340994781816634	6.150453512076695e-06
0.5	0.9340535168028011	5.032442479182463e-06
