cutoff	recall_rate	FDR
0.0001	0.9290931973583486	0.07090634264695388
0.00025	0.9291515835636345	0.07084795682043764
0.0005	0.9292164571250633	0.07078308367986402
0.001	0.9292164571250633	0.07078308367986402
0.005	0.9293786410286352	0.07062090082843
0.01	0.929385128384778	0.07061441351437264
0.025	0.9294435145900639	0.07055602768785639
0.05	0.9295408249322071	0.07045871797699599
0.1	0.9295537996444929	0.07044574334888126
0.2	0.9295927237813502	0.0704068194645371
0.5	0.9296770594112076	0.07032248438179141
