cutoff	recall_rate	false_positive
0.0001	0.9577504592341387	0.00022123893805309734
0.00025	0.9577504592341387	0.00022123893805309734
0.0005	0.9577504592341387	0.00022123893805309734
0.001	0.9579624134520277	0.0002948982601002654
0.005	0.9612123781263248	0.00022044235432434417
0.01	0.9627667090575103	0.00029342723004694836
0.025	0.9652395082662145	0.00021952290355627103
0.05	0.967076444821252	7.304601899196493e-05
0.1	0.9689133813762894	7.290755322251386e-05
0.2	0.9687720785643634	0.00021872265966754156
0.5	0.9699731524657341	0.00036403349108117945
