cutoff	recall_rate	false_positive
0.0001	0.9750958207415051	0.024903949805135574
0.00025	0.9750958207415051	0.024903949805135574
0.0005	0.9750958207415051	0.024903949805135574
0.001	0.9749023365519275	0.02509743221205672
0.005	0.974754920026535	0.02524484737923473
0.01	0.9749115500847645	0.02508821876410809
0.025	0.9755104297191716	0.024489344647447415
0.05	0.9757960492371195	0.024203727761040014
0.1	0.9761830176162748	0.023816762947197728
0.2	0.9766436942581264	0.02335609054976644
0.5	0.9773162821552296	0.022683508849516754
