cutoff	recall_rate	false_positive
0.0001	0.9696091751918159	2.0606235446846216e-05
0.00025	0.9696091751918159	2.0606235446846216e-05
0.0005	0.9696091751918159	2.0606235446846216e-05
0.001	0.9695692135549873	2.0607084715725267e-05
0.005	0.9721667199488491	6.165354816169671e-05
0.01	0.9733455882352942	4.105343104049921e-05
0.025	0.9752237851662404	0.0
0.05	0.976502557544757	4.092071611253197e-05
0.1	0.9777213874680307	0.0
0.2	0.978980179028133	2.0408996285562677e-05
0.5	0.979719469309463	8.156939516293486e-05
