cutoff	recall_rate	false_positive
0.0001	0.9283717943875817	6.780350544123131e-06
0.00025	0.9283717943875817	6.780350544123131e-06
0.0005	0.9283717943875817	6.780350544123131e-06
0.001	0.928340320529768	6.780580417683753e-06
0.005	0.9296811068726316	2.0312129726801856e-05
0.01	0.9306127330639171	1.352795552008225e-05
0.025	0.9322682579849177	0.0
0.05	0.9337538240737243	1.3482449221725618e-05
0.1	0.9352897483350329	0.0
0.2	0.9368508516825924	6.718985164480757e-06
0.5	0.9388085256386046	2.6819358212757967e-05
