cutoff	recall_rate	false_positive
0.0001	0.9883295432600108	0.011670452259300041
0.00025	0.9883299271945024	0.011670068324955886
0.0005	0.9883303111289939	0.01166968439061173
0.001	0.9884715990218885	0.011528396551962443
0.005	0.9893799880289226	0.010620007893690116
0.01	0.9898076910525219	0.010192305034300695
0.025	0.9903928072176613	0.009607189093807447
0.05	0.9907832685955792	0.009216727865801124
0.1	0.9910823535645054	0.008917643011703854
0.2	0.9912777762207101	0.008722220430528616
0.5	0.9910858089749295	0.008914187602606453
