cutoff	recall_rate	FDR
0.0001	0.9807466473359913	0.0002660124730292909
0.00025	0.9807466473359913	0.0002660124730292909
0.0005	0.9807466473359913	0.0002660124730292909
0.001	0.9809931134469011	0.00025117461067935344
0.005	0.9821674519753534	0.0002656277669559058
0.01	0.9825878941645524	0.00016227539609948958
0.025	0.9832548024646611	0.00016216534968746315
0.05	0.9838492207321493	0.00011787240312361869
0.1	0.984356650960493	0.00013253615291726798
0.2	0.9848930772018848	0.000235467255334805
0.5	0.9836172526277637	0.0003978017768479366
