cutoff	recall_rate	FDR
0.0001	0.9893107859212013	0.010689209380059263
0.00025	0.9893107859212013	0.010689209380059263
0.0005	0.9893107859212013	0.010689209380059263
0.001	0.9893270503008911	0.010672945007518975
0.005	0.9899239969932876	0.010075998577526769
0.01	0.9902119204715791	0.009788075225800042
0.025	0.9906747959259927	0.009325199974856159
0.05	0.9909961273193225	0.009003868722776408
0.1	0.9913047109555982	0.008695285222147152
0.2	0.9916278006602459	0.008372195659522505
0.5	0.9920383663529546	0.007961630147289279
