cutoff	recall_rate	FDR
0.0001	0.9879573186948797	4.460859038392614e-05
0.00025	0.9879573186948797	4.460859038392614e-05
0.0005	0.9879573186948797	4.460859038392614e-05
0.001	0.9880393864372418	3.999077136045528e-05
0.005	0.9886442560939098	4.1503407122292095e-05
0.01	0.9888403068117746	3.0737500211320316e-05
0.025	0.9891442614131153	3.072805517529587e-05
0.05	0.9893479109960136	2.6113591048875426e-05
0.1	0.9895454814868851	2.7644121861432303e-05
0.2	0.9897673683458639	3.838559404009913e-05
0.5	0.9898737524563331	5.5268381726430725e-05
