cutoff	recall_rate	FDR
0.0001	0.7723577235772358	0.22672064777327935
0.00025	0.7723577235772358	0.22672064777327935
0.0005	0.7723577235772358	0.22672064777327935
0.001	0.7723577235772358	0.22672064777327935
0.005	0.7682926829268293	0.23076923076923078
0.01	0.7601626016260162	0.2388663967611336
0.025	0.7560975609756098	0.242914979757085
0.05	0.7560975609756098	0.242914979757085
0.1	0.7682926829268293	0.23076923076923078
0.2	0.7764227642276422	0.22267206477732793
0.5	0.7845528455284553	0.2145748987854251
