cutoff	recall_rate	FDR
0.0001	0.9944600853691763	0.005539814007555943
0.00025	0.9944600853691763	0.005539814007555943
0.0005	0.9944600853691763	0.005539814007555943
0.001	0.9943511034420125	0.0056487939552455685
0.005	0.9949141767323586	0.005085730892182505
0.01	0.9950958132776314	0.00490409764603313
0.025	0.99544092271365	0.004558994478349317
0.05	0.9958586867677777	0.004141238012205754
0.1	0.9962037962037962	0.003796134844521941
0.2	0.9963491054400145	0.003650828247602441
0.5	0.995749704840614	0.004250217959895379
