cutoff	recall_rate	FDR
0.0001	0.7695473251028807	0.22950819672131148
0.00025	0.7695473251028807	0.22950819672131148
0.0005	0.7695473251028807	0.22950819672131148
0.001	0.7695473251028807	0.22950819672131148
0.005	0.7654320987654321	0.2336065573770492
0.01	0.757201646090535	0.24180327868852458
0.025	0.7530864197530864	0.2459016393442623
0.05	0.7530864197530864	0.2459016393442623
0.1	0.7654320987654321	0.2336065573770492
0.2	0.7736625514403292	0.22540983606557377
0.5	0.7818930041152263	0.21721311475409835
