cutoff	recall_rate	FDR
0.0001	0.9610047586181845	0.0002267402312750359
0.00025	0.9610047586181845	0.0002267402312750359
0.0005	0.9610047586181845	0.0002267402312750359
0.001	0.9612408732609249	0.00020779809581381292
0.005	0.9642922009517236	0.00020714070503163604
0.01	0.9661629554288205	0.0001315715279213578
0.025	0.9679792219114388	0.00011256613260290421
0.05	0.969087144465836	0.00011243745666473025
0.1	0.9703403683388426	7.486430844095078e-05
0.2	0.9707036216353664	9.354361938972143e-05
0.5	0.9712121762504995	0.0001869718046518585
