cutoff	recall_rate	false_positive
0.0001	0.8488424875170223	0.15114607761555338
0.00025	0.8488424875170223	0.15114607761555338
0.0005	0.8488424875170223	0.15114607761555338
0.001	0.8502042669087608	0.14978440124063847
0.005	0.8553487668331063	0.14464029049095997
0.01	0.8595854138296263	0.14040396399122476
0.025	0.864805568164624	0.13518420455405097
0.05	0.868058707822666	0.13193131099175429
0.1	0.8738084430322288	0.12618201074211363
0.2	0.8775911635648358	0.12239957636735002
0.5	0.8819034649720079	0.11808760118011953
