cutoff	recall_rate	FDR
0.0001	0.9870286631618935	0.012971332422646354
0.00025	0.9870290035633221	0.012970992021333632
0.0005	0.9870286631618935	0.012971332422646354
0.001	0.9872638805490539	0.012736115115554331
0.005	0.9883718871991362	0.011628108842638941
0.01	0.988783092124881	0.011216904056868805
0.025	0.9891895314306255	0.0108104648894768
0.05	0.9893842410477828	0.010615755338598888
0.1	0.9895329964720796	0.010466999964938665
0.2	0.9894890846877906	0.010510911734280011
0.5	0.9890172883077556	0.010982707953714952
