cutoff	recall_rate	FDR
0.0001	0.9084745762711864	0.09121621621621621
0.00025	0.9084745762711864	0.09121621621621621
0.0005	0.9084745762711864	0.09121621621621621
0.001	0.9084745762711864	0.09121621621621621
0.005	0.9016949152542373	0.09797297297297297
0.01	0.9084745762711864	0.09121621621621621
0.025	0.9254237288135593	0.07432432432432433
0.05	0.9288135593220339	0.07094594594594594
0.1	0.9322033898305084	0.06756756756756757
0.2	0.9355932203389831	0.06418918918918919
0.5	0.9355932203389831	0.06418918918918919
