cutoff	recall_rate	FDR
0.0001	0.8474812350073513	0.15250696378830084
0.00025	0.8474812350073513	0.15250696378830084
0.0005	0.8474812350073513	0.15250696378830084
0.001	0.848874100441074	0.1511142061281337
0.005	0.8542907993499961	0.14569792633859485
0.01	0.8584693956511645	0.14151965335809347
0.025	0.8634218060821791	0.13656762612194367
0.05	0.8666718254275323	0.13331785824822037
0.1	0.8724754314013774	0.12751470133085732
0.2	0.8762671206376228	0.12372330547818013
0.5	0.8806778611777452	0.11931290622098421
