cutoff	recall_rate	false_positive
0.0001	0.9955155638465196	0.004484427951958828
0.00025	0.9955155638465196	0.004484427951958828
0.0005	0.9955155638465196	0.004484427951958828
0.001	0.9954808149529976	0.004519176781929145
0.005	0.9955740882987674	0.0044259036067456625
0.01	0.9956380994184133	0.004361892604168762
0.025	0.9957606349903069	0.004239357256378696
0.05	0.9958667105600059	0.004133281880679834
0.1	0.9959380372361828	0.004061955334951288
0.2	0.9960660594754746	0.003933933329797488
0.5	0.9962087128278284	0.0037912802383403958
