cutoff	recall_rate	false_positive
0.0001	0.9876535737855148	0.01234642199275019
0.00025	0.9876532318455525	0.01234676393259545
0.0005	0.9876535737855148	0.01234642199275019
0.001	0.9878830155001385	0.01211698035658171
0.005	0.9889731200995729	0.011026876129897476
0.01	0.989367034936006	0.010632961428159636
0.025	0.98975171739346	0.010248279102243775
0.05	0.989932603633454	0.010067392924102006
0.1	0.9900560439598015	0.009943952639963673
0.2	0.9899951786465332	0.010004817932419693
0.5	0.9895014173411433	0.010498579068973028
