cutoff	recall_rate	FDR
0.0001	0.9323270911223891	9.801865098891016e-06
0.00025	0.9326487711275485	8.958621805621423e-06
0.0005	0.9327895061298057	9.797006034955717e-06
0.001	0.9329738454834117	1.0914494728858763e-05
0.005	0.9333161526966941	8.11295244047401e-06
0.01	0.9334608042574558	8.111695246406728e-06
0.025	0.9336652486113842	8.109919046228775e-06
0.05	0.933808333548744	6.990246090215557e-06
0.1	0.9339164305634648	7.828162878348392e-06
0.2	0.9339960672530538	7.827495419517413e-06
0.5	0.9339381021871891	7.268843778568653e-06
