cutoff	recall_rate	false_positive
0.0001	0.9293241231621008	0.07067541540169099
0.00025	0.9292980073646548	0.07070153102862925
0.0005	0.9293567679089081	0.07064277086801815
0.001	0.9293502389595466	0.07064929977475272
0.005	0.9294547021493301	0.07054483726699964
0.01	0.9294547021493301	0.07054483726699964
0.025	0.9295330495416677	0.07046649038618483
0.05	0.9295656942884751	0.070433845852512
0.1	0.9296113969340054	0.07038814350537002
0.2	0.9297093311744274	0.07029020990435152
0.5	0.9297223890731503	0.07027715209088238
