cutoff	recall_rate	FDR
0.0001	0.9992529254759205	0.0007470694502927154
0.00025	0.9992665086490855	0.0007334863693783023
0.0005	0.9992800918222506	0.0007199032884638894
0.001	0.9992868834088331	0.0007131117480066828
0.005	0.9993072581685808	0.0006927371266350633
0.01	0.9993276329283284	0.0006723625052634438
0.025	0.999334424514911	0.0006655709648062374
0.05	0.999334424514911	0.0006655709648062374
0.1	0.9993412161014935	0.0006587794243490308
0.2	0.999334424514911	0.0006655709648062374
0.5	0.9993208413417458	0.0006791540457206503
