cutoff	recall_rate	FDR
0.0001	0.9297315633621568	8.70300752508893e-06
0.00025	0.9300626938272488	7.696081088587248e-06
0.0005	0.9301971377754817	8.364090883542413e-06
0.001	0.9303767075859687	9.700459835246053e-06
0.005	0.9307196641390997	6.687527293470766e-06
0.01	0.9308681126652735	6.352139902203792e-06
0.025	0.9310791149729167	6.350700381977915e-06
0.05	0.9312303644146787	5.681286510620664e-06
0.1	0.9313672980656565	6.014593408473426e-06
0.2	0.931514812953301	6.0136409422038994e-06
0.5	0.9316987397435917	5.344406944522384e-06
