cutoff	recall_rate	FDR
0.0001	0.9747688109447061	1.9869786664723843e-05
0.00025	0.9749969332613098	1.9865137786802926e-05
0.0005	0.9751260591008968	2.2069403861262898e-05
0.001	0.9753025310816656	2.2065410703489422e-05
0.005	0.9755607827608396	1.9853656492035373e-05
0.01	0.9756834523084472	2.2056796250344637e-05
0.025	0.9758233386346664	2.205363443895554e-05
0.05	0.975864228483869	1.7642246122565096e-05
0.1	0.975715733768344	2.2056066521096628e-05
0.2	0.975265945427116	2.206623843453278e-05
0.5	0.9734086854343901	2.2108339707904614e-05
