cutoff	recall_rate	FDR
0.0001	0.9889555845594347	0.011044407208195686
0.00025	0.988969746933287	0.011030244844899761
0.0005	0.9889824185309444	0.011017573256687617
0.001	0.9889943447405043	0.011005647056017365
0.005	0.9890122340548442	0.010987757755011986
0.01	0.9890234148763065	0.010976576941883625
0.025	0.9890487580716214	0.010951233765459338
0.05	0.9890681381621562	0.010931853689370177
0.1	0.9890860274764961	0.010913964388364799
0.2	0.9891039167908359	0.01089607508735942
0.5	0.9891136068361033	0.01088638504931484
