cutoff	recall_rate	false_positive
0.0001	0.969329691456132	0.03067030053573284
0.00025	0.9693884398336977	0.03061155217350663
0.0005	0.9694265610031403	0.030573431014017622
0.001	0.9694756485363951	0.030524343493579718
0.005	0.9695430133426705	0.03045697870489366
0.01	0.9695719958756028	0.030427996179528728
0.025	0.9696346608116728	0.030365331259820768
0.05	0.9696678210070099	0.030332171073141973
0.1	0.969692103669737	0.03030788841675514
0.2	0.9696876649034321	0.03031232718190112
0.5	0.9695996728890337	0.030400319173324378
