cutoff	recall_rate	FDR
0.0001	0.9812289911999094	0.018770890641622028
0.00025	0.9812289911999094	0.018770890641622028
0.0005	0.9812289911999094	0.018770890641622028
0.001	0.9811345696264683	0.018865311620704633
0.005	0.9811156853117801	0.018884195816521152
0.01	0.9812478755145976	0.018752006445805505
0.025	0.9818332892699324	0.01816659637549335
0.05	0.9821480278480694	0.01785185977855133
0.1	0.9825005350555829	0.01749935478997627
0.2	0.9828467474915336	0.017153144533340048
0.5	0.9832181390137352	0.016781755348948466
