cutoff	recall_rate	FDR
0.0001	0.979538528515455	0.020460877641049455
0.00025	0.979538528515455	0.020460877641049455
0.0005	0.979538528515455	0.020460877641049455
0.001	0.9793353649687999	0.020664035291386117
0.005	0.9790741546945291	0.020925237984676107
0.01	0.9792773182411841	0.02072208033433945
0.025	0.9799158322449572	0.0200835848618528
0.05	0.980177042519228	0.019822382168562806
0.1	0.980612392976346	0.019387044346412818
0.2	0.9811057901610797	0.018893661481309495
0.5	0.9817733275286605	0.01822614348734618
