cutoff	recall_rate	FDR
0.0001	0.9354797403256936	5.824710577412297e-06
0.00025	0.9357742551037422	6.1140194757723245e-06
0.0005	0.9359036672402575	5.2398680601222465e-06
0.001	0.9360750361536643	4.947859745057161e-06
0.005	0.9364101454755882	5.237033976712656e-06
0.01	0.9365717063112801	5.527025116547506e-06
0.025	0.9367874840210068	5.234924508026157e-06
0.05	0.9369008218079339	4.9434987175982734e-06
0.1	0.9370054413035589	5.233706816466986e-06
0.2	0.9370866303913096	5.814722586853785e-06
0.5	0.9370201534201312	6.396644901597794e-06
