cutoff	recall_rate	FDR
0.0001	0.9295632244000579	5.021581081628479e-06
0.00025	0.9298529455240264	5.354682452270536e-06
0.0005	0.929977111720013	4.684724718883054e-06
0.001	0.9301563591608357	4.01470721074871e-06
0.005	0.930496182434062	4.6821113914432404e-06
0.01	0.9306642269098332	4.681265974820139e-06
0.025	0.9308910869521244	4.345831946010058e-06
0.05	0.9310136971807427	4.011010223062306e-06
0.1	0.9311528006634645	4.01041102702616e-06
0.2	0.9313118205284999	4.343868662796837e-06
0.5	0.9315237432840558	4.34288043215001e-06
